review_id,user_id,business_id,stars_review,useful,funny,cool,text,date,sentiment,review_length,rating_category,name,city,state,stars_business,review_count,categories
QK3pQxmGF5ZxmM57rKDFJA,ZSXuzOE458avbOQ2UIUvdg,HCbJPXWXvwN-C7XfmVy3gA,4,0,0,0,this was stop two for our indy shamrock series food adventure and it was great im not sure if it was because it was my first meal of the day and we had run in the 5k that morning had anything to do with it or not i will say i had a beautiful bloody mary that served as my appy as well not spicy at all tho and i should have requested that but still very good my reuben on a gluten free bun was awesome best sandwich ive had since going gf and the fries were great thin crispy and seasoned just right our server was fast and attentive i have nothing negative to say about it my three other companions agreed this was a solid showing with no complaints only thumbs up,14-09-2014 13:28,positive,665,high,Granite City Food & Brewery,Indianapolis,IN,3.5,258,"Desserts, Breweries, Breakfast & Brunch, Restaurants, Barbeque, American (New), Food, American (Traditional)"
Mq_fyf3KQsq1DQBnFjqkVw,C9ixdqYH6LW7qgZsGFRsvQ,BWITd9JUXP3gSi1z3Y-z8g,1,2,2,2,"i have to say this is the 1st review i have ever made for help and i feel compelled to do so to save diners from getting ripped off the way i did my girlfriend and i stopped by here on a sunday night and were seated right away outside looked nice and was interesting being under the highwayroad above us our server greeted us and asked if this was our first time here we said yes and from that point it seemed like the scam was on my gf ordered a glass a wine and he suggested getting a bottle because they offer it half off on sunday seems like a great deal so i ordered a margherita pizzatasted good not greatand she ordered chicken meatballs it was a bit cold and the sauce was runnyand overpriced so we get the bill and see the bottle was charged for 29 dollars i ask him about this and he said the bottle costs 59 dollars i am certainly not a wine know it all so i decided to check the average price of it the bottle of wine that in riva charged us and other diners 58 was 10
overall the outside does look nice but the food was mediocre at best and this place is a bunch of scammers factor in the smug beer bellied waiter we had and it makes this one of the worst dining experiences ive ever hadif you dine here check the average cost of wine and tell them theyre charging 6 x the cost hopefully this review will deter anybody from getting screwed the way i was",30-07-2015 19:54,negative,1366,low,In Riva,Philadelphia,PA,4.0,729,"Italian, Food, Nightlife, Pizza, Bars, Cocktail Bars, Beer, Wine & Spirits, Restaurants"
4XWhLFNKKIBa7td9UPJT0A,j8e2ETnN07IFNQMUeRoHAw,oFMpfE5J6f0ATRmsVXrFSg,4,0,0,0,first time ordering from here food was good so was the service  had panini it was yummy,03-02-2017 22:48,positive,87,high,Papa Sam,Philadelphia,PA,3.0,6,"Pizza, Restaurants"
mvqTN47SGpx_xYBrOZTncA,lEgfMZbUgYZEF2s29iFrTg,vN6v8m4DO45Z4pp8yxxF_w,5,0,0,0,the food was awesome and so was the service  i would suggest the banana foster french toast,04-03-2018 15:34,positive,91,high,Surrey's Café & Juice Bar,New Orleans,LA,4.5,2084,"Vegetarian, Restaurants, Breakfast & Brunch, Cafes, Juice Bars & Smoothies, Sandwiches, Food"
rCOQG-tct3_--HHJuPUzbg,rUOOX9hBxHK7i4T561Bntw,b0syqzR1F-EmprvTVs23ng,4,0,0,0,i had the angelas super fries and oh my goodness that are flippin awesome huge amount if food and oh so tasty my uncle on the other hand had the asada combination plate and he didnt like it very much but i dont care totally a 4star for me p,11-12-2013 01:39,positive,240,high,Angela's Mexican Food,Tucson,AZ,3.5,70,"Restaurants, Mexican"
Tkwj-0DjMgAg9kFPAxpArg,C9LTpemlTEDYS7B6zgW4Ag,otQS34_MymijPTdNBoBdCw,5,0,0,0,this place is bombcom first time here and the food was delicious  i had the orchata and the sonora dog must have if your in the area  will definitely stop by here again when im in town service was on point as well pretty nice and clean atmosphere ,04-08-2014 01:07,positive,247,high,BK Tacos,Tucson,AZ,4.0,492,"Restaurants, Tacos, Mexican, Hot Dogs, Breakfast & Brunch, Steakhouses"
nOxa1Ii-3OEUl9oU1kWftg,7bFrGooWXa2VukL-bVEY7w,W0vdz23JQtVQX5vJkiCj3g,5,2,0,1,"i love this place the drinks are stellar and the service is pretty awesome i try and always find the owner and stand in his line for a drink in a city where everyone acts like theyre too cool to serve you its soooo hard to find a legit professional bartender in st pete this one actually smiles at you when you order makes the drink in front of you and takes the time to make it right he seems like he actually enjoys what hes doing and treats it as a craft i love people who love what theyre doing i also love fancy booze

my only tip would be to go earlyish so you can get the best service",01-08-2014 19:15,positive,591,high,Cask And Ale,Saint Petersburg,FL,4.0,118,"Bars, Restaurants, Tapas/Small Plates, Nightlife, Lounges"
oNtCSE9jzIY05Tqb4nJvDg,sHgqyvIrE40R3jFeGm68Dw,zmpRwOqxaajeh2YvAKxLaQ,4,0,0,0,had a great dinner at mortons very nice gluten free options they have a fixed price menu that is not published it is definitely worth it for 64 you get a full sized salad i got the spinach you get a 6oz filet mignon you can get a larger size for a higher price but fixed price menu is still worth it and you get a seafood addon i got the bacon wrapped scallops you get a full size side dish we got the grilled asparagus and you get a dessert we got the chocolate mousse great experience at mortons fixed price menu is the way to go thanks to another yelper for giving me the heads up on this,04-02-2018 22:09,positive,591,high,Morton's The Steakhouse,King Of Prussia,PA,3.5,171,"Restaurants, American (Traditional), Steakhouses, Seafood, Nightlife, Bars"
_uGtek2oLD6a61kIvYCoqA,Wmj8GlkZYyFeLTIf3sZtBw,VLryc6Q-JbhMdrg7L6rRww,1,0,0,0,there is a star because the outside patio is lovely and has a wonderful feel my husband and i both travel a lot locally and internationally so we know what authentic italian is and the unbelievable flavored that accompany an authentic meal porta via is quite simple an insult to italy and its authentic and wonderful food first we waited and waited for our server finally we got 2 glasses and were told they would bring us some fresh ice water shortly 5 minutes later my husband asked me if we should move onto another restaurant right on cue we got our water we ordered our usual started bruschetta which was okay however what they classify as bruschetta was toasted bread with a bowl of what tasted more like bland salsa then anything else it was tomatoes chopped on breads it was embarrassing we mentioned our dislike to our waiter and he simply shrugged and said okay and removed the plate i had the frutti di mare pizza which was disgusting nothing about this pizza should be combined together its just an insult to my tastebuds i ate a slice and gave up my husband asked for his usual spaghetti with a red sauce and to my actual horror it was a small fist size of spaghetti that arrived in a large bowl  my husband finished his meal in 5 bitesmaybe and our waiter once again did not handle our complaint with even a dot of care or customer appreciation as we were about to leave we noticed two friends leaving the restaurant as well and would you know they had the same sentiments simple porta via is an insult to the authenticity they claim,22-06-2015 23:57,negative,1547,low,Porta Via Italian Kitchen Cool springs,Franklin,TN,3.5,77,"Bars, Wine Bars, Italian, Nightlife, Restaurants, Pizza"
Ry_xXAYqx8rdzKhFea1Jaw,KNI32keq5Xl2JYIppfDfHg,qs9d6iGos9UO4BzhVmJ9UA,4,5,1,3,"made a detour into garagiste meadery for a drink on saturday evening sampled four of the different styles they had on tap reboog noir 95 cab ride sofla fruit punch and hondo

quality
i have very limited experience with mead other than knowing it is made with honey and it is somewhere between beer and wine it has never really been something i have sought out i have tried a few and was left generally unimpressed well garagiste meadery has made believers out of both my girlfriend and myself after hearing about the mystical reboog at three different places in tampa we knew that was where to start this is their pbj mead and we got the reboog noir this addition made with a blackberry touch it was incredible a liquid sandwich all the right notes and no sense that you are actually consuming a drink with 14 abv i was also a big fan of hondo a meadowfoam mead with coffee sweet but not too sweet with hints of coffee and a wonderful aftertaste as for sofla fruit punch it was more in line with my expectations this mix of mango passionfruit guava guanoabana and plantains was just far too sweet for me 95 cab ride which was based on a cabernet was like a bad strong wine but did i mention the reboogs you should get it and then get it again

quantity
the sample pour i got was 3oz while a full pour was 6oz perfect to provide a taste of the offerings and then let you dive into your favorite which honestly will probably be a reboog

value
sample sizes were 7 while a full pour fell between 11 and 13 as this was my first trip to a meadery it is impossible to gauge the deal but i was happy paying these prices for their creations

ambiance
garagiste meadery is located in tampa heights a quickly developing area in tampa in an area full of hip breweries restaurants and coffee shops it fits perfectly into the scene the meadery has a small outdoor area which mades up part of this creepy thoroughfare between them and a nearby brewery inside the space is very open and bright honestly a little too bright with those fluorescent lights you typically find in hospitals they have a bar on one side equipment along the back wall and then a bunch of tables lining the rest of the space they have two televisions one over the bar and one in the back corner and a shelf full of games for guests hanging out a while hiphop music played in the background but it seemed like they were going to shift audio over to the television as we left

crowd
it was us and one other couple who also wandered over from hidden springs mead hasnt caught on in the same way as craft beer but i would not be surprised if that changed quickly with the work they are doing here and with the success of their reboog series i expect this place to be all the rage

service
got to spend some time chatting with the owner and hear about how the place came about he was extremely friendly and happy to talk to us about mead the area and other great spots in tampa as one of the newer kids on the block he is doing a great job at getting their name out

parking
coming from hidden springs ale works we just walked through the alleyway that separates the two businesses they dont have a designated parking lot but street parking is available in the area

extra
garagiste meadery is pretty awesome while i am still not completely sold on mead as a regular beverage i now know they can make it pretty darn good i will be dreaming about reboog until i can have it again and that makes this a place anyone mead lover or not will enjoy",08-07-2018 23:55,positive,3496,high,Garagiste Meadery,Tampa,FL,4.5,46,"Food, Breweries, Arts & Entertainment, Wineries, Meaderies"
RyTKj02weRl5Z2pYVRl_Cw,tWz_2MPJRJnSH4DLlr9pDQ,3Lf3nWp9TcIj7hvw9YZeMA,5,0,0,0,best meat store in town i have never been disappointed customer service is excellent prices are great meats are fresh  delicious money well spent,23-07-2018 15:46,positive,145,high,Cannuli's Quality Meats & Poultry,Philadelphia,PA,4.5,38,"Specialty Food, Caterers, Meat Shops, Food, Event Planning & Services"
VIobe63lPQYn5FkKVPC45Q,IT_fB04jq2rceZQYc7sKVA,Zi-F-YvyVOK0k5QD7lrLOg,5,0,0,0,best meal in new orleans i was in a group of 4 and we were served by travis susan  caroline i had the set price menu strawberry salad appetiser chicken entre  chocolate cake dessert the salad was fresh and a great start the chicken is the best chicken i have ever eaten anywhere it had crispy skin but was the meat was extremely moist and the corn bread stuffing was superb the cake was yummy but very rich one of our party is vegetarian and she loved her vegetable selection plate the other 2 members had the pork with sweet potato mash and said it was excellent the staff were wonderful and very attentive excellent location and definitely the best meal we had in new orleans,20-04-2014 00:43,positive,677,high,Muriel's Jackson Square,New Orleans,LA,4.0,1963,"Cajun/Creole, Restaurants"
g5ZNmbBIe1XS7cU6lLzTrw,ngC7EB_qDWMw658eUiBhhA,ORL4JE6tz3rJxVqkdKfegA,4,0,0,0,"this place is  huge   i came here for convention and just absolutely beautiful place to stay    its a disneyland adults feel  have to bring your walking shoes and can get easily  loss  

it has nice restaurants but some are crapy  a mall  night clubs  gym  indoor and outdoor swimming pools and many more  

i come here again when  im in nashville",26-06-2009 14:36,positive,347,high,Gaylord Opryland Resort & Convention Center,Nashville,TN,3.0,1639,"Venues & Event Spaces, Performing Arts, Arts & Entertainment, Hotels & Travel, Food, Convenience Stores, American (New), Beauty & Spas, Restaurants, Museums, Event Planning & Services, Hotels, Cinema, Resorts, Day Spas"
QuoOKQbNTITP2bYT3JZZIQ,I6UIzmGo6DeG8wq_ytPTkQ,GBTPC53ZrG1ZBY3DT8Mbcw,4,0,0,0,"if you havent been to lukes or heard of lukes then kill yourself this place is a must when in new orleans for the best dinning experience order the following

 raw oysters 75 cent during happy hour
 char boiled oysters
 brussel sprouts
 cup of gumbo 
 shrimp and grits  split it for two and add crab meat on top
 bread pudding ask for ice cream on the side 

dont for get to follow these steps and do not skip the dessert portion best bread pudding in town hands and toes down",06-12-2016 08:39,positive,476,high,Luke,New Orleans,LA,4.0,4554,"German, Restaurants, Seafood, Cocktail Bars, French, Brasseries, American (New), Nightlife, Bars, Cajun/Creole, Breakfast & Brunch"
dI-BRKnxnhBlRVaZ2Jccmw,lN_sKVrvdQA_N58IhpSEyQ,uE40984_YDgVvPeRpFcCaQ,4,0,0,0,just popped in for a quick drink after work with a colleague and we were pleasantly surprised the service was excellent and our bartender took a lot of time to explain the drink  food menus i love hearing about what a place has to offer my colleague is a vegetarian so a number of the meat dishes were out but we had a lot of choices that could easily be made meatfree which was cool we snacked on the mustard greens welldressed and fresh and the southern hummus which was nothing like ive ever tasted before but i cannot wait to taste it again im already thinking of all the other folks i want to bring here so that i can try more dishes the next time,31-01-2014 02:22,positive,652,high,The Fat Ham,Philadelphia,PA,4.0,286,"Southern, Tapas/Small Plates, Restaurants"
yQbwVuYQO-RD5ApW-yPg9A,xgcbjcJvhvSf6zgw9DuUkw,kQRB8RNwd7cEMcURTS-I7A,5,0,0,0,honestly this place is what every place should be like amazing and unique food high standards regarding customer service and great attention to detail i dont know why anyone would expect anything less nowadays if you didnt like your meal or anything about it tell them they will do whatever it takes to make it right everything i have tried from here was really good prices are reasonable and almost everything is made inhouse this place completely elevates collingswood food scene which was cute but very meh before this,30-11-2015 18:34,positive,521,high,Sabrina's Café,Collingswood,NJ,4.0,570,"American (Traditional), Restaurants, Cafes, Comfort Food, Vegetarian, Breakfast & Brunch, American (New)"
F3dYzwlsdTeMbFbhYpIiNQ,ygdT-L6cnuyMjWVUafeH3Q,vN6v8m4DO45Z4pp8yxxF_w,5,0,0,0,first timer here in nola and our uber driver recommended this place to us and wow the food is amazing we came on a sunday afternoon so the wait was 1 hour but it was totally worth it we ordered the banana pancake with peanut butter and the famous banana french toast let me tell you i have never tasted anything like this dish we could not stop eating i also ordered the breakfast burrito which was delicious and the migas dish was good too all the food had a very authentic feel and the atmosphere was welcoming the waiters and hosts were all very nice i recommend this place for food over every other breakfast spot in nola,04-03-2018 19:24,positive,625,high,Surrey's Café & Juice Bar,New Orleans,LA,4.5,2084,"Vegetarian, Restaurants, Breakfast & Brunch, Cafes, Juice Bars & Smoothies, Sandwiches, Food"
6_iP0xcgJka0ZuAu8Y2kWw,Ase_kJIYuT6yOsqqVPuWUA,pGwrPSAlwMvEnOsFHqB72Q,5,20,9,13,"hello winning only a month old  

if you build it they will come 

sorry strbucks yall missed out im happy to see more businesses come to the area and this one is no exception 

the spot of the former ice house on gentilly across from the baptist seminary between god is good car wash   churchs chicken is this godsend of a coffee shop 

not only that but this is a faith based coffeeshop loving it

proceeds from sales go to the program to help other program participants way cool 

annnnnnnnnnnnd to top it off theres a loyalty program that is super duper awesome 

pros
close to my house
the loyalty program
great hours 
great pricing
giving back to the community
coffee tea lattes snacks  lite bites 

cons
more parking

im so ecstatic",25-04-2017 05:08,positive,739,high,Pontilly Coffee,New Orleans,LA,4.5,105,"Coffee & Tea, Food, Bagels, Bakeries"
IY9ZowT6G6PScbxKsqX1ng,Tj5aP0FEkdJHNCYULzLhBg,SjA4XGt_vsea8KiESkWI_w,5,1,0,0,we have been to a lot of bbq restaurants in our travels including texas i have never liked any of them better than what my husband makes that changed today i had the pit master sandwich included ribs pulled pork and brisket and baked beans  my husband had wings mac n cheese and fries all was very flavorful and tender the fries have a coating on them that makes them crisp the wings were perfect smokey and crispy we cant say enough about this restaurant and the service we will definitely be back,19-05-2018 19:53,positive,498,high,Wicked Smoke Bar B Que,Waterloo,IL,4.5,17,"American (Traditional), Sandwiches, Restaurants, Barbeque"
U8ndSO8-rQrJcIxXnZLwnw,Ot67LtYRi2P63aivzZPHhw,pwblP3G6LkVT03I4z9kb0A,2,0,0,0,came here after work for a quick bite and a beer  the beer cup was tiny i dont remember how much it was but definitely not worth buying beer  ive had better hot dogs at wienerschnitzel their fries were just ok ill come here next time when ive had a few drinks and could use a drunk excuse to eat greasy food,07-10-2013 05:10,negative,307,low,Mad Dogs,Santa Barbara,CA,3.0,67,"Hot Dogs, Restaurants"
uKQG0lHrZ43mbYWC5fN13g,g0gMoju4q17adxaiEEub6Q,fEdDmhp6MQhuPF-iVLcmEw,4,0,0,0,our food was wonderful service was great we tried the nachos and a pork burrito enough food to only eat half  take the rest home my only complaints are the lighting a tad too dark at night  there really should be a dallup of sour cream  on the food paying 2 for sour cream is ridiculous i already paid an extra 150 for enchilada style  some sauce and a little cheese i would have given 5 stars if there had been sour cream and a drop of guac on the plate,19-11-2013 16:59,positive,454,high,Carlota's Authentic Mexican Cuisine,Tucson,AZ,3.5,46,"Restaurants, Food, Mexican"
OSQp1mj4D5QE52CsLgLInA,0jfN6l7MEbtPMiQUDrGrEQ,bw90rjFL02A_8rVE34m5Lg,1,4,0,0,i seen this ad and thought what a cute name i called for appointment and to verify if they accepted my insurance the girl was not able to answer so i figure id  go anyway i was treated very nice and was advised they can give me a free consultation but in fact it was not free they get you into the room and than tell you they must charge so where the free consultation i got up and walked out never going back,30-04-2017 05:11,negative,409,low,Cosmetic Solutions,Lula Lula,HI,3.5,17,"Cosmetic Surgeons, Pizza, Doctors, Beauty & Spas, Nail Salons, Cosmetics & Beauty Supply, Chiropractors, Shopping, Restaurants, Health & Medical"
OA5yT1n4XEjml6Uzna_0kw,PvxAO4LEmk_6RtFHkp_hIA,GqUv8rF5h3ZZFfj7S9tgyQ,3,1,0,0,"this indian cuisine is quick accessible from my work had a lunch buffett with colleagues overall test is ok i felt some of the items on the buffett menu are not authentic in taste nice deserts though taste really good n authentic i advice to give it a try but not up to the authentic mark for some of the non vegetarian curries  
hope this will leave you a good choice",08-07-2016 15:30,neutral,368,low,Taste of India,Wayne,PA,3.0,155,"Buffets, Pakistani, Indian, Restaurants"
TFOU75aiKsS8aYzOE011JQ,pTLK5baiM3HKWZ6F7RZvlw,GBTPC53ZrG1ZBY3DT8Mbcw,5,0,0,0,nick v was absolutely amazing charming and the service was outstanding food was amazing he even hooked us up with free desert,09-12-2015 05:42,positive,125,high,Luke,New Orleans,LA,4.0,4554,"German, Restaurants, Seafood, Cocktail Bars, French, Brasseries, American (New), Nightlife, Bars, Cajun/Creole, Breakfast & Brunch"
XXTjwgKpOYl39_a_9dXMaw,R3L9EHSSEtdO-Kcunmzutg,Z5po0aTuzKKblek5y6Sp8Q,4,0,0,0,"what is better than a burger joint that is open til 3am so i went there the other night and the service was a littler on the slower side i would say 1520 min wait the worst part about it is that its next to rumor and a lot of drunk people wander in screaming on top of that it gets really crowded and space becomes really tight 

lets get to the good stuff so i ordered the classic combo and this is what i thought
the quality of the meat was pretty good not as great as say butcher and singer or pyt but still pretty decent the temperature was pretty fair i would not say spot on but i would have to cut them some slack since it was at 145 am and they were swamped ideally i would need to try it again at a different time when they are not as crowded and on their a game the fries i thought were pretty good but i wasnt a fan of how they add extra oil even though it was so good after they had been cooked if you stand at the counter youll see what i mean without a doubt ill definitely be back there",03-03-2013 19:32,positive,1001,high,500 Degrees,Philadelphia,PA,3.5,443,"Food, Burgers, Restaurants"
fkD1f3WzpxGaQ-638mQpnA,XFkXq5RwhcW5pU6NTdgM8A,H4t7YAtaDQ8bKOW452zSaA,5,0,0,0,first time here got bagelicious sandwich bagel was delicious and filling drink was a small iced coffee and boy is it strong and tasty really pleased with my experience here theres a lovely seating area in the back of the shop dont be fooled that it looks small from the front go in and check out their large menu of items monica was behind the counter and she was so sweet i will be back,18-07-2018 15:35,positive,387,high,Kopi Latte,Philadelphia,PA,4.5,59,"Food, Coffee & Tea, Breakfast & Brunch, Cafes, Restaurants"
gODhp9YrRCi1OanBt0FQZQ,vBtUP2394P4XQVgcgxxHTg,dToFeln3QwEd7sm6mgND9A,1,0,0,0,the slowest pumps i have ever experienced  the interface takes forever to pay select grade get receipt etc   wow,20-01-2017 13:08,negative,112,low,BP Rickers Station,Indianapolis,IN,2.5,9,"Food, Convenience Stores, Automotive, Gas Stations"
oY9uiqQGexQ1ZZ7E3ZiD9g,bjVZlIb9ZbMj3aU1dt8IkQ,ltBBYdNzkeKdCNPDAsxwAA,1,0,0,0,horrible service  restaurant was recommended so we decided to check it out  first time in nashville so we wanted to see what the downtown experience was and we were greatly disappointed mostly due to our unfortunate experience at tavern  we waited for 20 minutes without any acknowledgement from our waiter  when we finally saw him in our area he greeted a table who had just arrived skipped our table and went on to another we ended up leaving the establishment  i repeathorrible service i guess i can take that back it wasnt horrible there was no service,12-06-2018 04:02,negative,556,low,Tavern,Nashville,TN,4.0,1222,"Cocktail Bars, Nightlife, Gastropubs, Sports Bars, Restaurants, American (New), Lounges, Bars"
khLNanR1VsNlGfnY5TFUVQ,9WFy3YGJUy5cCRMIrwyu6g,COclRBaXBjYpomS4syUmvg,5,2,2,2,"oh my god i cant believe i didnt review this place already dont tell william the owner hed kill me

this is the place you go for good coffee thats cheaper than most other places this is the place you go because its located very conveniently in the heart of broad ripple bonusit has free wifi 

really though this is the place you keep coming back to because of its warm inviting community everyone becomes a regular here

the baristas all have their own personalities dan the man fahrner is part of popular local band everthus the deadbeats tatjana byrd is a formidable local poet carly cooke is superfriendly at first but longer conversation reveals her hilarious humor this is like the saturday night live of local coffee places who needs indy fringe 

oh yeah the drinks are pretty good too the white chocolate mochas are the best ive ever tasted anywhere not too cloying not terribly sweet smooth the oatmeal shagbark cookies are absolutely addictive and the smoothies and juices are made onthefly from your selection of fresh fruit thank god they got their juicer fixedfor a while it sounded like they were blending bricks inside joke  

see you there seriously i never leave",31-08-2008 23:10,positive,1180,high,Monon Coffee Company,Indianapolis,IN,4.0,170,"Restaurants, Food, Coffee & Tea"
Ik0A9nl7Xkb29pMGzyxXXg,hk6B1ZdzI62jMGo6e2IuuA,OHzX-ZD9qyoeoxR8Z0dlIA,5,1,0,0,we always swing by here to have a drink and dinner after watching the fireworks on new year eve  this place is jumping and we were able to get a table  the drink selection was ok and the food menu is spectacular  this place has a great vibe to it  i saw they even have bacon fat popcorn on the menu,07-03-2017 13:19,positive,298,high,Khyber Pass Pub,Philadelphia,PA,4.0,845,"Restaurants, American (Traditional), Bars, Pubs, Nightlife, Gastropubs"
3GKfpuUJpxcFOMQzyVVaSA,LGLlNCCyoZzqCb3IIh12RA,yQjEjXR3E_9bLTK-Xj07FA,4,0,0,1,great beers quaint tasting room and friendly staff small menu consisting of items procured locally a must visit on your beer traveling list,08-10-2016 21:02,positive,139,high,Hidden River Brewing Company,Douglassville,PA,4.0,71,"Food, Breweries"
eu6xwIYm8uQBE7PCchMcAw,a61H0zLDVXziFzVw2U7akg,waasmmVpX8RlV55nEBUElA,5,1,0,0,"provisions is my favourite kitchen store in edmonton no question
it isnt huge and it doesnt have 50 different kinds of the same item but you can trust that what it does have will be fantastic
and despite the specialty nature of the store the prices of most items arent outrageous especially considering the quality
the service is always top notch and they even sell frozen pie dough chocolate salted caramel and baking books to put it all together 
is there any doubt this would be one of my favourite stops in town",29-12-2013 23:52,positive,515,high,Provisions By Duchess,Edmonton,AB,4.5,14,"Kitchen & Bath, Home & Garden, Specialty Food, Shopping, Food"
ZFq4aOMWSN5ReSEmHlhHJg,t2wF2uIngSKL9XJYnTrUmQ,B6qHZCAs7Nka-1zdjCzAIQ,3,0,0,0,"im torn between meh and aok i stopped by butters soul food because i was craving fried chicken i got a fried chicken breast i really wanted thigh but they were out with mac  cheese and greens the chicken smelled amazing but wasnt really anything to write home about it wasnt bad it just didnt fulfill my particular craving for a particular type of fried chicken having worked around the corner from hill country chicken in nyc all summer kind of spoiled me for fried chicken 
the mac and cheese was comforting not gourmet in any way but what youd get at your grandmas house in the country the greens were the same way tasty comforting 
i think that the thigh will be tastier it all came with corn bread the corn bread was stellar id go back just for the corn bread although on the plus side they take levelup so between random credits i didnt actually have to pay for dinner which is always a plus",04-12-2011 02:05,neutral,897,low,Butter's Soul Food,Philadelphia,PA,3.0,77,"Food, Caterers, Event Planning & Services, Restaurants, Soul Food"
VBcDuAQGiV_ThHKulCF47Q,U5j8CjccM6zMEDYF_yXPrQ,GmJDCmDhtKbjofeO35yBrw,4,0,1,0,a local favorite  i get consistently good food every time i eat here  nice staff great chicken tender  great buffalo chicken cheesesteak  im never disappointed with my food when i order from fresh works,07-11-2017 02:25,positive,202,high,The Freshworks of Port Richmond,Philadelphia,PA,4.5,66,"Delis, Salad, Cheesesteaks, Wraps, Restaurants, Sandwiches"
0nWD54sZ397NwN2k5f4Uqw,tK8eUmN0_y62XXtyenfILw,lTlii3QHEVvsagPGsCtu9w,3,0,0,0,not your average american chinese restaurant the sauces have a different delicacy to them they are definitely more of an authentic version my partner got general tsos chicken and the sauce was absolutely delish it starts out with a little bit of sweet then sour like vinegar and them bam the warmness of the hot chilis kicks in i had the chicken in garlic sauce chicken and unfortunately because it was so saltyi meanreally salty i like salt normallythat i could only take a few bites and that was the end of the meal for me i took it home and threw it in our compost pile to recycle for the vegetable garden next year next time ill get the general tsos the egg drop soup was good too though i never had it with corn in it beforea totally different taste sensation service was attentive and other than the back of my vinyl booth being torn the restaurant was quite clean  i wont write this place off yet,26-09-2015 22:02,neutral,903,low,Han Dynasty,Exton,PA,3.5,301,"Restaurants, Food, Chinese, Taiwanese"
GHHy8T7Ll6iVEcrUh3RNPQ,A1wbOetCB-E6Om4WuLJS4Q,dWWOryYimQs3EzmejrVt7w,4,1,1,1,everything is good here but i love their wings the best  the pizza is just about rightlove their sandwiches  they have a decent little salad bar  if you are eating in they actually have a full bar as well  staff is super friendly and very normalnot a snob in the bunch lol,13-10-2017 19:59,positive,272,high,Boulevard Pizza,Sparks,NV,4.0,199,"Restaurants, Pizza"
vAh4JXlJsGiJzpOO91uapw,Cbr8ES0BPeXzmGssfgIvqg,Mha77MN_BYGB-w7DONZ5YA,4,1,0,0,"its hard to believe its taken me so long to write a review i go here at least once every couple weeks

i used to recommend people try the steak sandwich but there were a couple complaints from friendscoworkers about the toughness of it so now i recommend the chicken sandwich since its consistently good

recently ive been getting the chicken salad its a massive bowl of salad with the rotisserie chicken on top very tasty

last but not least i think everyone should try drinking chicha at least once its such a good drink not only does it taste good but unlike with soft drinks  where im lucky if i can even pronounce some of the ingredients  the handful of ingredients are both easy to recognize and say i usually drink a bit with my meal and then save the rest in the bottle for later",16-08-2012 15:29,positive,787,high,Cuenelli's Peruvian Restaurant,Tampa,FL,4.0,249,"Peruvian, Restaurants, Latin American"
sSSOyZ1ajOZsVQ1X4PgLiw,VzJg1cXhwz6UKzvziMbsuw,OIES_WhdNux3PmvSuPM-8Q,5,1,0,1,sushi was amazing  atmosphere was quiet and serene  you must try the dragon roll and special volcano roll  this place is one of the best in the area  first time definitely making this a regular service and waitresses were exceptional and friendly,16-07-2012 13:49,positive,246,high,Toki Sushi,Tampa,FL,4.0,106,"Restaurants, Japanese, Sushi Bars"
LMbGFUL-DLhTWEtGUInyQg,GpLt_EfpHAsVTLUTht4TQQ,brxzxPTpbukDPTlaq7gOMw,5,0,0,0,great burgers onion rings and shakes highly recommended the cowboy burger and the chipotle chili burgers were great  shakes were perfect,30-08-2014 20:11,positive,136,high,Wimpys Original,Media,PA,4.0,114,"Restaurants, Hot Dogs, Cheesesteaks, American (Traditional), Burgers, Food"
Go37cxWWx442FrFvIXm-5g,CKAm4TL5VpIAuMTywip_HA,iHcz4EQFvKoAvP8mhEbVew,5,3,0,0,amazing food best caribbeansoul food restaurant in delaware county great customer service value and portion size,09-05-2014 18:07,positive,112,high,Give Me Suga,Chester,PA,4.5,10,"Caribbean, Food, Food Delivery Services, Southern, Restaurants"
HYDP4x-3kz8J-JQZaKabsw,S1xG31AGVJFWQpxA6SUSFA,NB9wGhMqy27suWqNzk3laA,3,0,0,0,starters are good food s good and looks authentic service is very slow though and not the best,12-09-2015 01:56,neutral,94,low,Ariana,Philadelphia,PA,4.0,115,"Middle Eastern, Afghan, Restaurants"
SM0qkpUt_anCuuWWB75l1g,RCrE7te7rMdQItBg-QEPmQ,yMXgFFx-KjmT_QItAuk_Ew,1,2,0,1,i was coming from out of town and wanted to coordinate a bridal gown fitting i emailed her before i arrived and never heard back after two weeks i texted the number listed on the website she was quite rude and told me that she is not accepting new clients right now i cannot speak to her tailoring talents but her customer service was quite poor,16-03-2015 19:04,negative,345,low,The Dress,Santa Barbara,CA,5.0,71,"Accessories, Graphic Design, Local Services, Fashion, Professional Services, Sewing & Alterations, Bridal, Shopping"
